PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
NH0023559,,,6513,Apartment Building Operators
NH0023561,,,0273,Animal Aquaculture
NH0023562,321113,Sawmills,2421,"Sawmills And Planing Mills, General"
NH0090000,,,9711,National Security
NH0090077,,,9711,National Security
NH0100005,,,4952,Sewerage Systems
NH0100013,,,4952,Sewerage Systems
NH0100056,,,4952,Sewerage Systems
NH0100099,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NH0100102,,,4952,Sewerage Systems
NH0100111,,,4952,Sewerage Systems
NH0100129,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NH0100145,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NH0100153,,,4952,Sewerage Systems
NH0100161,,,4952,Sewerage Systems
NH0100170,,,4952,Sewerage Systems
NH0100196,,,4952,Sewerage Systems
NH0100200,,,4952,Sewerage Systems
NH0100226,,,4952,Sewerage Systems
NH0100234,,,4952,Sewerage Systems
NH0100251,,,4952,Sewerage Systems
NH0100277,,,4952,Sewerage Systems
NH0100293,,,4952,Sewerage Systems
NH0100307,,,4952,Sewerage Systems
NH0100315,,,4952,Sewerage Systems
NH0100331,,,4952,Sewerage Systems
NH0100366,,,4952,Sewerage Systems
NH0100382,,,4952,Sewerage Systems
NH0100404,,,4952,Sewerage Systems
NH0100412,,,4952,Sewerage Systems
NH0100421,,,4952,Sewerage Systems
NH0100447,,,4952,Sewerage Systems
NH0100455,,,4952,Sewerage Systems
NH0100471,,,4952,Sewerage Systems
NH0100498,,,4952,Sewerage Systems
NH0100501,,,4952,Sewerage Systems
NH0100510,,,4952,Sewerage Systems
NH0100544,,,4952,Sewerage Systems
NH0100579,,,4952,Sewerage Systems
NH0100595,,,4952,Sewerage Systems
NH0100609,,,4952,Sewerage Systems
NH0100625,,,4952,Sewerage Systems
NH0100650,,,4952,Sewerage Systems
NH0100668,,,4952,Sewerage Systems
NH0100676,,,4952,Sewerage Systems
NH0100692,,,4952,Sewerage Systems
NH0100706,,,4941,Water Supply
NH0100765,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NH0100781,,,4952,Sewerage Systems
NH0100790,,,4952,Sewerage Systems
NH0100854,,,4952,Sewerage Systems
NH0100871,,,4952,Sewerage Systems
NH0100901,,,4952,Sewerage Systems
NH0100919,,,4952,Sewerage Systems
NH0100960,221320,Sewage Treatment Facilities,4952,Sewerage Systems
NH0100978,,,4952,Sewerage Systems
NH0100986,,,4952,Sewerage Systems
NH0101028,,,6512,Nonresidential Building Operators
NH0101044,,,8221,Colleges And Universities
NH0101052,,,4952,Sewerage Systems
NH0101150,,,4952,Sewerage Systems
NH0101168,,,4952,Sewerage Systems
NH0101192,,,4952,Sewerage Systems
NH0101206,,,4952,Sewerage Systems
NH0101231,,,4952,Sewerage Systems
NH0101249,,,4952,Sewerage Systems
NH0101257,,,4952,Sewerage Systems
NH0101303,,,4952,Sewerage Systems
NH0101311,,,4952,Sewerage Systems
NH0101390,,,4952,Sewerage Systems
NH0101391,,,4952,Sewerage Systems
NH0101392,,,4952,Sewerage Systems
NH0109000,,,4952,Sewerage Systems
NH0110001,,,0921,Fish Hatcheries And Preserves
NH0110078,,,0273,Animal Aquaculture
NHG070023,,,4952,Sewerage Systems
NHG070025,,,4952,Sewerage Systems
NHG070029,,,4952,Sewerage Systems
NHG070036,,,4941,Water Supply
NHG070037,,,4932,Gas And Other Services Combined
NHG070041,,,4941,Water Supply
NHG070042,,,4911,Electric Services
NHG130001,112511,Finfish Farming and Fish Hatcheries,0921,Fish Hatcheries And Preserves
NHG130002,112511,Finfish Farming and Fish Hatcheries,0921,Fish Hatcheries And Preserves
NHG130003,112511,Finfish Farming and Fish Hatcheries,0921,Fish Hatcheries And Preserves
NHG130004,112511,Finfish Farming and Fish Hatcheries,0921,Fish Hatcheries And Preserves
NHG130005,112511,Finfish Farming and Fish Hatcheries,0921,Fish Hatcheries And Preserves
NHG250147,,,3541,"Machine Tools, Metal Cutting Types"
NHG250317,,,3825,Instruments To Measure Electricity
NHG250392,,,2221,"Broadwoven Fabric Mills, Manmade"
NHG250465,,,2819,Industrial Inorganic Chemicals
NHG250571,,,8611,Business Associations
NHG250572,,,4941,Water Supply
NHG250573,,,4941,Water Supply
NHG360001,,,2621,Paper Mills
NHG360002,,,2621,Paper Mills
NHG360003,,,4911,Electric Services
NHG360004,,,4911,Electric Services
NHG360005,,,4911,Electric Services
NHG360006,,,4911,Electric Services
